Data,Campanha,Custo
2025-08-05,Campaign_PMax_1,1881.41
2025-08-05,Campaign_PMax_2,823.19
2025-08-05,Campaign_Shopping_1,592.75
2025-08-06,Campaign_Generic_1,321.25
2025-08-06,Campaign_Generic_2,130.81
2025-08-06,Campaign_Search_Brand,985.02
2025-08-06,Campaign_PMax_1,2191.45
2025-08-06,Campaign_PMax_2,728.58
2025-08-06,Campaign_Shopping_1,635.22
2025-08-07,Campaign_Generic_1,307.15
2025-08-07,Campaign_Generic_2,141.45
2025-08-07,Campaign_Search_Brand,1051.13
2025-08-07,Campaign_PMax_1,1933.26
2025-08-07,Campaign_PMax_2,740.31
2025-08-07,Campaign_Shopping_1,602.0
2025-08-08,Campaign_Generic_1,324.26
2025-08-08,Campaign_Generic_2,164.35
2025-08-08,Campaign_Search_Brand,941.94
2025-08-08,Campaign_PMax_1,1259.73
2025-08-08,Campaign_PMax_2,410.86
2025-08-08,Campaign_Shopping_1,422.56
2025-08-09,Campaign_Generic_1,309.22
2025-08-09,Campaign_Generic_2,162.76
2025-08-09,Campaign_Search_Brand,695.14
2025-08-09,Campaign_PMax_1,1196.52
2025-08-09,Campaign_PMax_2,394.18
2025-08-09,Campaign_Shopping_1,399.72
2025-08-10,Campaign_Generic_1,351.49
2025-08-10,Campaign_Generic_2,147.53
2025-08-10,Campaign_Search_Brand,671.57
2025-08-10,Campaign_PMax_1,1197.11
2025-08-10,Campaign_PMax_2,340.5
2025-08-10,Campaign_Shopping_1,433.44
2025-08-11,Campaign_Generic_1,641.31
2025-08-11,Campaign_Generic_2,345.03
2025-08-11,Campaign_Search_Brand,1088.89
2025-08-11,Campaign_PMax_1,3704.57
2025-08-11,Campaign_Shopping_1,718.0
2025-08-12,Campaign_Generic_1,409.15
2025-08-12,Campaign_Generic_2,177.04
2025-08-12,Campaign_Search_Brand,998.96
2025-08-12,Campaign_PMax_1,585.15
2025-08-12,Campaign_Shopping_1,772.16
2025-08-13,Campaign_Generic_1,422.93
2025-08-13,Campaign_Generic_2,155.87
2025-08-13,Campaign_Search_Brand,992.4
2025-08-13,Campaign_PMax_1,981.22
2025-08-13,Campaign_Shopping_1,420.01
2025-08-14,Campaign_Generic_1,421.33
2025-08-14,Campaign_Generic_2,105.97
2025-08-14,Campaign_Search_Brand,911.05
2025-08-14,Campaign_PMax_1,897.81
2025-08-14,Campaign_Shopping_1,464.59
2025-08-15,Campaign_Generic_1,438.52
2025-08-15,Campaign_Generic_2,147.33
2025-08-15,Campaign_Search_Brand,887.39
2025-08-15,Campaign_PMax_1,1185.31
2025-08-15,Campaign_Shopping_1,484.44
2025-08-16,Campaign_Generic_1,411.64
2025-08-16,Campaign_Generic_2,85.51
2025-08-16,Campaign_Search_Brand,552.67
2025-08-16,Campaign_PMax_1,1074.31
2025-08-16,Campaign_Shopping_1,490.87
2025-08-17,Campaign_Generic_1,427.13
2025-08-17,Campaign_Generic_2,150.28
2025-08-17,Campaign_Search_Brand,610.27
2025-08-17,Campaign_PMax_1,1514.94
2025-08-17,Campaign_Shopping_1,482.53
2025-08-18,Campaign_Generic_1,451.74
2025-08-18,Campaign_Generic_2,184.6
2025-08-18,Campaign_Search_Brand,886.67
2025-08-18,Campaign_PMax_1,1165.91
2025-08-18,Campaign_Shopping_1,521.97
2025-08-19,Campaign_Generic_1,460.15
2025-08-19,Campaign_Generic_2,168.71
2025-08-19,Campaign_Search_Brand,770.49
2025-08-19,Campaign_PMax_1,1231.96
2025-08-19,Campaign_Shopping_1,546.76
2025-08-20,Campaign_Generic_1,816.85
2025-08-20,Campaign_Generic_2,170.28
2025-08-20,Campaign_Search_Brand,1272.9
2025-08-20,Campaign_PMax_1,3486.5
2025-08-20,Campaign_Shopping_1,1489.12
2025-08-21,Campaign_Generic_1,781.88
2025-08-21,Campaign_Generic_2,150.9
2025-08-21,Campaign_Search_Brand,1202.69
2025-08-21,Campaign_PMax_1,2500.12
2025-08-21,Campaign_PMax_2,2627.64
2025-08-21,Campaign_Shopping_1,1483.17
2025-08-22,Campaign_Generic_1,679.59
2025-08-22,Campaign_Generic_2,106.42
2025-08-22,Campaign_Search_Brand,1126.23
2025-08-22,Campaign_PMax_1,1218.14
2025-08-22,Campaign_PMax_2,2502.79
2025-08-22,Campaign_Shopping_1,432.7
2025-08-23,Campaign_Generic_1,366.28
2025-08-23,Campaign_Generic_2,169.07
2025-08-23,Campaign_Search_Brand,797.33
2025-08-23,Campaign_PMax_1,1904.55
2025-08-23,Campaign_PMax_2,2816.58
2025-08-23,Campaign_Shopping_1,457.11
2025-08-24,Campaign_Generic_1,676.89
2025-08-24,Campaign_Generic_2,174.82
2025-08-24,Campaign_Search_Brand,718.24
2025-08-24,Campaign_PMax_1,2031.21
2025-08-24,Campaign_PMax_2,1526.84
2025-08-24,Campaign_Shopping_1,791.43
2025-08-25,Campaign_Generic_1,509.42
2025-08-25,Campaign_Generic_2,119.83
2025-08-25,Campaign_Search_Brand,856.02
2025-08-25,Campaign_PMax_1,1930.69
2025-08-25,Campaign_PMax_2,1375.39
2025-08-25,Campaign_Shopping_1,666.75
2025-08-26,Campaign_Generic_1,444.84
2025-08-26,Campaign_Generic_2,122.66
2025-08-26,Campaign_Search_Brand,849.62
2025-08-26,Campaign_PMax_1,2910.41
2025-08-26,Campaign_PMax_2,1046.94
2025-08-26,Campaign_Shopping_1,882.27
2025-08-27,Campaign_Generic_1,466.16
2025-08-27,Campaign_Generic_2,128.62
2025-08-27,Campaign_Search_Brand,1191.13
2025-08-27,Campaign_PMax_1,1989.04
2025-08-27,Campaign_PMax_2,818.13
2025-08-27,Campaign_Shopping_1,790.85
2025-08-28,Campaign_Generic_1,550.4
2025-08-28,Campaign_Generic_2,138.35
2025-08-28,Campaign_Search_Brand,1270.96
2025-08-28,Campaign_PMax_1,1684.57
2025-08-28,Campaign_PMax_2,465.47
2025-08-28,Campaign_Shopping_1,661.02
2025-08-29,Campaign_Generic_1,482.65
2025-08-29,Campaign_Generic_2,143.61
2025-08-29,Campaign_Search_Brand,1217.08
2025-08-29,Campaign_PMax_1,1658.26
2025-08-29,Campaign_PMax_2,696.95
2025-08-29,Campaign_Shopping_1,641.33
2025-08-30,Campaign_Generic_1,593.13
2025-08-30,Campaign_Generic_2,100.11
2025-08-30,Campaign_Search_Brand,1148.56
2025-08-30,Campaign_PMax_1,1750.9
2025-08-30,Campaign_PMax_2,918.42
2025-08-30,Campaign_Shopping_1,870.22
2025-08-31,Campaign_Generic_1,758.3
2025-08-31,Campaign_Generic_2,152.29
2025-08-31,Campaign_Search_Brand,1081.75
2025-08-31,Campaign_PMax_1,1649.25
2025-08-31,Campaign_PMax_2,595.06
2025-08-31,Campaign_Shopping_1,350.99
2025-09-01,Campaign_Generic_1,815.77
2025-09-01,Campaign_Generic_2,171.73
2025-09-01,Campaign_Search_Brand,669.04
2025-09-01,Campaign_PMax_1,2281.27
2025-09-01,Campaign_Shopping_1,1265.02
2025-09-02,Campaign_Generic_1,828.86
2025-09-02,Campaign_Generic_2,218.97
2025-09-02,Campaign_Search_Brand,658.12
2025-09-02,Campaign_PMax_1,1551.76
2025-09-02,Campaign_Shopping_1,1295.1
2025-09-03,Campaign_Generic_1,658.41
2025-09-03,Campaign_Generic_2,198.36
2025-09-03,Campaign_Search_Brand,706.57
2025-09-03,Campaign_PMax_1,2038.75
2025-09-03,Campaign_Shopping_1,1579.59
2025-09-04,Campaign_Generic_1,607.49
2025-09-04,Campaign_Generic_2,202.64
2025-09-04,Campaign_Search_Brand,804.1
2025-09-04,Campaign_PMax_1,2267.48
2025-09-04,Campaign_PMax_2,724.93
2025-09-04,Campaign_Shopping_1,1196.67
2025-09-05,Campaign_Generic_1,544.7
2025-09-05,Campaign_Generic_2,166.23
2025-09-05,Campaign_Search_Brand,2493.33
2025-09-05,Campaign_PMax_1,1219.94
2025-09-05,Campaign_PMax_2,777.82
2025-09-05,Campaign_Shopping_1,692.08
2025-09-06,Campaign_Generic_1,552.32
2025-09-06,Campaign_Generic_2,216.91
2025-09-06,Campaign_Search_Brand,2813.54
2025-09-06,Campaign_PMax_1,1338.55
2025-09-06,Campaign_PMax_2,783.0
2025-09-06,Campaign_Shopping_1,641.03
2025-09-07,Campaign_Generic_1,446.79
2025-09-07,Campaign_Generic_2,209.5
2025-09-07,Campaign_Search_Brand,2406.09
2025-09-07,Campaign_PMax_1,1820.84
2025-09-07,Campaign_PMax_2,691.78
2025-09-07,Campaign_Shopping_1,1019.73
2025-09-08,Campaign_Generic_1,514.3
2025-09-08,Campaign_Generic_2,214.33
2025-09-08,Campaign_Search_Brand,3175.48
2025-09-08,Campaign_PMax_1,2825.72
2025-09-08,Campaign_PMax_2,788.31
2025-09-08,Campaign_Shopping_1,1397.11
2025-09-09,Campaign_Generic_1,686.38
2025-09-09,Campaign_Generic_2,151.15
2025-09-09,Campaign_Search_Brand,1917.41
2025-09-09,Campaign_PMax_1,3908.22
2025-09-09,Campaign_PMax_2,1418.5
2025-09-09,Campaign_Shopping_1,1956.63
2025-09-10,Campaign_Generic_1,901.06
2025-09-10,Campaign_Generic_2,285.36
2025-09-10,Campaign_Search_Brand,1390.74
2025-09-10,Campaign_PMax_1,4114.46
2025-09-10,Campaign_PMax_2,1028.98
2025-09-10,Campaign_Shopping_1,1449.25
2025-09-11,Campaign_Generic_1,975.19
2025-09-11,Campaign_Generic_2,177.81
2025-09-11,Campaign_Search_Brand,1954.34
2025-09-11,Campaign_PMax_1,1479.11
2025-09-11,Campaign_PMax_2,2679.26
2025-09-11,Campaign_Shopping_1,431.6
2025-09-12,Campaign_Generic_1,951.88
2025-09-12,Campaign_Generic_2,148.7
2025-09-12,Campaign_Search_Brand,1668.44
2025-09-12,Campaign_PMax_1,455.3
2025-09-12,Campaign_PMax_2,3146.03
2025-09-12,Campaign_Shopping_1,114.64
2025-09-13,Campaign_Generic_1,1137.23
2025-09-13,Campaign_Generic_2,132.12
2025-09-13,Campaign_Search_Brand,1303.09
2025-09-13,Campaign_PMax_1,541.41
2025-09-13,Campaign_PMax_2,3456.21
2025-09-13,Campaign_Shopping_1,152.21
2025-09-14,Campaign_Generic_1,723.37
2025-09-14,Campaign_Generic_2,144.33
2025-09-14,Campaign_Search_Brand,1258.08
2025-09-14,Campaign_PMax_1,607.31
2025-09-14,Campaign_PMax_2,3279.22
2025-09-14,Campaign_Shopping_1,208.63
2025-09-15,Campaign_Generic_1,973.04
2025-09-15,Campaign_Generic_2,235.46
2025-09-15,Campaign_Search_Brand,1709.25
2025-09-15,Campaign_PMax_1,751.68
2025-09-15,Campaign_PMax_2,3703.29
2025-09-15,Campaign_Shopping_1,197.53
2025-09-16,Campaign_Generic_1,1273.7
2025-09-16,Campaign_Generic_2,301.04
2025-09-16,Campaign_Search_Brand,1064.81
2025-09-16,Campaign_PMax_1,3488.09
2025-09-16,Campaign_PMax_2,2937.61
2025-09-16,Campaign_Shopping_1,1146.39
2025-09-17,Campaign_Generic_1,839.42
2025-09-17,Campaign_Generic_2,222.99
2025-09-17,Campaign_Search_Brand,1100.58
2025-09-17,Campaign_PMax_1,2006.91
2025-09-17,Campaign_PMax_2,4096.38
2025-09-17,Campaign_Shopping_1,918.26
2025-09-18,Campaign_Generic_1,845.08
2025-09-18,Campaign_Generic_2,275.34
2025-09-18,Campaign_Search_Brand,1033.22
2025-09-18,Campaign_PMax_1,717.78
2025-09-18,Campaign_PMax_2,2549.89
2025-09-18,Campaign_Shopping_1,632.1
2025-09-19,Campaign_Generic_1,651.81
2025-09-19,Campaign_Generic_2,256.99
2025-09-19,Campaign_Search_Brand,961.77
2025-09-19,Campaign_PMax_1,392.53
2025-09-19,Campaign_PMax_2,2794.99
2025-09-19,Campaign_Shopping_1,438.12
2025-09-20,Campaign_Generic_1,732.81
2025-09-20,Campaign_Generic_2,176.64
2025-09-20,Campaign_Search_Brand,719.5
2025-09-20,Campaign_PMax_1,344.89
2025-09-20,Campaign_PMax_2,3660.32
2025-09-20,Campaign_Shopping_1,431.54
2025-09-21,Campaign_Generic_1,712.37
2025-09-21,Campaign_Generic_2,190.3
2025-09-21,Campaign_Search_Brand,745.02
2025-09-21,Campaign_PMax_1,455.73
2025-09-21,Campaign_PMax_2,2609.76
2025-09-21,Campaign_Shopping_1,660.75
2025-09-22,Campaign_Generic_1,715.3
2025-09-22,Campaign_Generic_2,365.86
2025-09-22,Campaign_Search_Brand,1018.4
2025-09-22,Campaign_PMax_1,670.17
2025-09-22,Campaign_PMax_2,1283.57
2025-09-22,Campaign_Shopping_1,700.53
2025-09-23,Campaign_Generic_1,707.24
2025-09-23,Campaign_Generic_2,236.2
2025-09-23,Campaign_Search_Brand,978.08
2025-09-23,Campaign_PMax_1,567.74
2025-09-23,Campaign_PMax_2,2193.22
2025-09-23,Campaign_Shopping_1,668.52
2025-09-24,Campaign_Generic_1,767.62
2025-09-24,Campaign_Generic_2,213.21
2025-09-24,Campaign_Search_Brand,1029.67
2025-09-24,Campaign_PMax_1,694.43
2025-09-24,Campaign_PMax_2,2119.48
2025-09-24,Campaign_Shopping_1,758.23
2025-09-25,Campaign_Generic_1,315.59
2025-09-25,Campaign_Generic_2,840.52
2025-09-25,Campaign_Search_Brand,1030.22
2025-09-25,Campaign_PMax_1,741.48
2025-09-25,Campaign_PMax_2,2211.87
2025-09-25,Campaign_Shopping_1,805.23
2025-09-26,Campaign_Generic_1,357.12
2025-09-26,Campaign_Generic_2,584.62
2025-09-26,Campaign_Search_Brand,898.48
2025-09-26,Campaign_PMax_1,500.44
2025-09-26,Campaign_PMax_2,2983.62
2025-09-26,Campaign_Shopping_1,594.06
2025-09-27,Campaign_Generic_1,381.06
2025-09-27,Campaign_Generic_2,319.68
2025-09-27,Campaign_Search_Brand,607.33
2025-09-27,Campaign_PMax_1,573.73
2025-09-27,Campaign_PMax_2,4024.33
2025-09-27,Campaign_Shopping_1,678.55
2025-09-28,Campaign_Generic_1,628.39
2025-09-28,Campaign_Generic_2,339.7
2025-09-28,Campaign_Search_Brand,597.74
2025-09-28,Campaign_PMax_1,1302.84
2025-09-28,Campaign_PMax_2,4036.76
2025-09-28,Campaign_Shopping_1,981.67
2025-09-29,Campaign_Generic_1,781.74
2025-09-29,Campaign_Generic_2,316.28
2025-09-29,Campaign_Search_Brand,940.71
2025-09-29,Campaign_PMax_1,1445.96
2025-09-29,Campaign_PMax_2,2323.47
2025-09-29,Campaign_Shopping_1,1097.67
2025-09-30,Campaign_Generic_1,1111.02
2025-09-30,Campaign_Generic_2,103.99
2025-09-30,Campaign_Search_Brand,728.36
2025-09-30,Campaign_PMax_1,2047.4
2025-09-30,Campaign_PMax_2,1052.25
2025-09-30,Campaign_Shopping_1,1113.52
2025-10-01,Campaign_Generic_1,971.8
2025-10-01,Campaign_Generic_2,343.39
2025-10-01,Campaign_Search_Brand,683.08
2025-10-01,Campaign_PMax_1,1402.59
2025-10-01,Campaign_PMax_2,1255.49
2025-10-01,Campaign_Shopping_1,1190.62
2025-10-02,Campaign_Generic_1,901.21
2025-10-02,Campaign_Generic_2,198.14
2025-10-02,Campaign_Search_Brand,723.29
2025-10-02,Campaign_PMax_1,1097.1
2025-10-02,Campaign_PMax_2,1129.52
2025-10-02,Campaign_Shopping_1,1027.63
2025-10-03,Campaign_Generic_1,790.61
2025-10-03,Campaign_Generic_2,162.53
2025-10-03,Campaign_Search_Brand,731.93
2025-10-03,Campaign_PMax_1,1248.66
2025-10-03,Campaign_PMax_2,1079.7
2025-10-03,Campaign_Shopping_1,805.9
2025-10-04,Campaign_Generic_1,901.0
2025-10-04,Campaign_Generic_2,169.68
2025-10-04,Campaign_Search_Brand,607.3
2025-10-04,Campaign_PMax_1,2256.48
2025-10-04,Campaign_PMax_2,1136.3
2025-10-04,Campaign_Shopping_1,826.03
2025-10-05,Campaign_Generic_1,708.82
2025-10-05,Campaign_Generic_2,136.48
2025-10-05,Campaign_Search_Brand,596.12
2025-10-05,Campaign_PMax_1,1807.73
2025-10-05,Campaign_PMax_2,1557.45
2025-10-05,Campaign_Shopping_1,849.15
2025-10-06,Campaign_Generic_1,1051.79
2025-10-06,Campaign_Generic_2,266.03
2025-10-06,Campaign_Search_Brand,901.15
2025-10-06,Campaign_PMax_1,1662.95
2025-10-06,Campaign_PMax_2,1414.78
2025-10-06,Campaign_Shopping_1,867.72
2025-10-07,Campaign_Generic_1,689.3
2025-10-07,Campaign_Generic_2,227.59
2025-10-07,Campaign_Search_Brand,1039.79
2025-10-07,Campaign_PMax_1,1401.6
2025-10-07,Campaign_PMax_2,1287.06
2025-10-07,Campaign_Shopping_1,1064.2
2025-10-08,Campaign_Generic_1,665.47
2025-10-08,Campaign_Generic_2,240.64
2025-10-08,Campaign_Search_Brand,2365.5
2025-10-08,Campaign_PMax_1,1331.2
2025-10-08,Campaign_PMax_2,1229.61
2025-10-08,Campaign_Shopping_1,1291.56
2025-10-09,Campaign_Generic_1,522.89
2025-10-09,Campaign_Generic_2,215.31
2025-10-09,Campaign_Search_Brand,3168.96
2025-10-09,Campaign_PMax_1,670.2
2025-10-09,Campaign_PMax_2,1198.52
2025-10-09,Campaign_Shopping_1,1303.48
2025-10-10,Campaign_Generic_1,551.51
2025-10-10,Campaign_Generic_2,158.88
2025-10-10,Campaign_Search_Brand,5384.63
2025-10-10,Campaign_PMax_1,1603.56
2025-10-10,Campaign_PMax_2,1259.14
2025-10-10,Campaign_Shopping_1,937.56
2025-10-11,Campaign_Generic_1,527.8
2025-10-11,Campaign_Generic_2,210.19
2025-10-11,Campaign_Search_Brand,2801.77
2025-10-11,Campaign_PMax_1,1069.02
2025-10-11,Campaign_PMax_2,1108.94
2025-10-11,Campaign_Shopping_1,793.22
2025-10-12,Campaign_Generic_1,452.14
2025-10-12,Campaign_Generic_2,236.92
2025-10-12,Campaign_Search_Brand,2496.59
2025-10-12,Campaign_PMax_1,1072.26
2025-10-12,Campaign_PMax_2,1213.68
2025-10-12,Campaign_Shopping_1,981.12
2025-10-13,Campaign_Generic_1,518.19
2025-10-13,Campaign_Generic_2,282.11
2025-10-13,Campaign_Search_Brand,2347.13
2025-10-13,Campaign_PMax_1,1567.5
2025-10-13,Campaign_PMax_2,961.96
2025-10-13,Campaign_Shopping_1,836.42
2025-10-14,Campaign_Generic_1,550.21
2025-10-14,Campaign_Generic_2,266.65
2025-10-14,Campaign_Search_Brand,1843.52
2025-10-14,Campaign_PMax_1,801.86
2025-10-14,Campaign_PMax_2,610.45
2025-10-14,Campaign_Shopping_1,855.8
2025-10-15,Campaign_Generic_1,686.51
2025-10-15,Campaign_Generic_2,200.19
2025-10-15,Campaign_Search_Brand,1664.84
2025-10-15,Campaign_PMax_1,785.52
2025-10-15,Campaign_PMax_2,447.81
2025-10-15,Campaign_Shopping_1,653.12
2025-10-16,Campaign_Generic_1,778.25
2025-10-16,Campaign_Generic_2,254.93
2025-10-16,Campaign_Search_Brand,1062.14
2025-10-16,Campaign_PMax_1,1449.19
2025-10-16,Campaign_PMax_2,420.21
2025-10-16,Campaign_Shopping_1,405.73
2025-10-17,Campaign_Generic_1,991.99
2025-10-17,Campaign_Generic_2,147.72
2025-10-17,Campaign_Search_Brand,741.28
2025-10-17,Campaign_PMax_1,1393.2
2025-10-17,Campaign_PMax_2,449.24
2025-10-17,Campaign_Shopping_1,242.83
2025-10-18,Campaign_Generic_1,463.51
2025-10-18,Campaign_Generic_2,163.82
2025-10-18,Campaign_Search_Brand,502.56
2025-10-18,Campaign_PMax_1,1555.74
2025-10-18,Campaign_PMax_2,508.49
2025-10-18,Campaign_Shopping_1,336.15
2025-10-19,Campaign_Generic_1,241.26
2025-10-19,Campaign_Generic_2,251.04
2025-10-19,Campaign_Search_Brand,425.19
2025-10-19,Campaign_PMax_1,1829.6
2025-10-19,Campaign_PMax_2,730.91
2025-10-19,Campaign_Shopping_1,540.3
2025-10-20,Campaign_Generic_1,497.81
2025-10-20,Campaign_Generic_2,125.5
2025-10-20,Campaign_Search_Brand,619.09
2025-10-20,Campaign_PMax_1,1011.26
2025-10-20,Campaign_PMax_2,1706.69
2025-10-20,Campaign_Shopping_1,140.04
2025-10-21,Campaign_Generic_1,589.42
2025-10-21,Campaign_Generic_2,420.42
2025-10-21,Campaign_Search_Brand,477.15
2025-10-21,Campaign_PMax_1,4094.81
2025-10-21,Campaign_PMax_2,1509.98
2025-10-21,Campaign_Shopping_1,427.29
2025-10-22,Campaign_Generic_1,510.54
2025-10-22,Campaign_Generic_2,107.88
2025-10-22,Campaign_Search_Brand,485.56
2025-10-22,Campaign_PMax_1,1427.83
2025-10-22,Campaign_PMax_2,1273.74
2025-10-22,Campaign_Shopping_1,302.59
2025-10-23,Campaign_Generic_1,97.78
2025-10-23,Campaign_Generic_2,133.69
2025-10-23,Campaign_Search_Brand,391.26
2025-10-23,Campaign_PMax_1,1200.97
2025-10-23,Campaign_PMax_2,819.75
2025-10-23,Campaign_Shopping_1,220.02
2025-10-24,Campaign_Generic_1,81.84
2025-10-24,Campaign_Generic_2,128.72
2025-10-24,Campaign_Search_Brand,295.97
2025-10-24,Campaign_PMax_1,1024.17
2025-10-24,Campaign_PMax_2,792.45
2025-10-24,Campaign_Shopping_1,324.75
2025-10-25,Campaign_Generic_1,73.11
2025-10-25,Campaign_Generic_2,164.15
2025-10-25,Campaign_Search_Brand,467.64
2025-10-25,Campaign_PMax_1,1027.5
2025-10-25,Campaign_PMax_2,812.87
2025-10-25,Campaign_Shopping_1,270.59
2025-10-26,Campaign_Generic_1,57.45
2025-10-26,Campaign_Generic_2,173.97
2025-10-26,Campaign_Search_Brand,551.44
2025-10-26,Campaign_PMax_1,1089.53
2025-10-26,Campaign_PMax_2,993.95
2025-10-26,Campaign_Shopping_1,306.58
2025-10-27,Campaign_Generic_1,71.98
2025-10-27,Campaign_Generic_2,125.99
2025-10-27,Campaign_Search_Brand,515.22
2025-10-27,Campaign_PMax_1,1050.74
2025-10-27,Campaign_PMax_2,630.06
2025-10-27,Campaign_Shopping_1,362.6
2025-10-28,Campaign_Generic_1,65.85
2025-10-28,Campaign_Generic_2,229.81
2025-10-28,Campaign_Search_Brand,663.16
2025-10-28,Campaign_PMax_1,1064.53
2025-10-28,Campaign_PMax_2,848.86
2025-10-28,Campaign_Shopping_1,294.3
2025-10-29,Campaign_Generic_1,99.3
2025-10-29,Campaign_Generic_2,184.95
2025-10-29,Campaign_Search_Brand,909.31
2025-10-29,Campaign_PMax_1,2103.44
2025-10-29,Campaign_PMax_2,1305.62
2025-10-29,Campaign_Shopping_1,184.75
2025-10-30,Campaign_Generic_1,56.59
2025-10-30,Campaign_Generic_2,191.43
2025-10-30,Campaign_Search_Brand,1241.99
2025-10-30,Campaign_PMax_1,1385.89
2025-10-30,Campaign_PMax_2,602.32
2025-10-30,Campaign_Shopping_1,183.57
2025-10-31,Campaign_Generic_1,83.99
2025-10-31,Campaign_Generic_2,205.97
2025-10-31,Campaign_Search_Brand,1302.61
2025-10-31,Campaign_PMax_1,883.35
2025-10-31,Campaign_PMax_2,25.4
2025-10-31,Campaign_Shopping_1,194.07
